GPS, Latitude, Longitude, Date and Time 

GPS1,48.781059,11.475521,0.000,23-3-2023,14:40:25
GPS1,48.781059,11.475521,0.000,23-3-2023,14:40:25
GPS2,48.781127,11.475605,0.000,23-3-2023,14:40:25
GPS3,48.781177,11.475682,0.000,23-3-2023,14:40:34
GPS2,48.781219,11.475651,0.000,23-3-2023,14:40:34
GPS1,48.781139,11.475566,0.000,23-3-2023,14:40:34
GPS3,48.781177,11.475682,0.000,23-3-2023,14:40:34
GPS2,48.781219,11.475651,0.000,23-3-2023,14:40:34
GPS1,48.781139,11.475566,0.000,23-3-2023,14:40:34
GPS3,48.781177,11.475682,0.000,23-3-2023,14:40:34
GPS1,48.781139,11.475566,0.000,23-3-2023,14:40:34
GPS2,48.781219,11.475651,0.000,23-3-2023,14:40:34
GPS3,48.781299,11.475773,0.000,23-3-2023,14:40:44
GPS2,48.781341,11.475717,0.000,23-3-2023,14:40:44
GPS1,48.781257,11.475636,0.000,23-3-2023,14:40:44
GPS3,48.781299,11.475773,0.000,23-3-2023,14:40:44
GPS2,48.781341,11.475717,0.000,23-3-2023,14:40:44
GPS1,48.781257,11.475636,0.000,23-3-2023,14:40:44
GPS3,48.781299,11.475773,0.000,23-3-2023,14:40:44
GPS1,48.781257,11.475636,0.000,23-3-2023,14:40:44
GPS2,48.781341,11.475717,0.000,23-3-2023,14:40:44
GPS3,48.781433,11.475853,0.000,23-3-2023,14:40:54
GPS2,48.781475,11.475785,0.000,23-3-2023,14:40:54
GPS1,48.781372,11.475707,0.000,23-3-2023,14:40:54
GPS3,48.781433,11.475853,0.000,23-3-2023,14:40:54
GPS2,48.781475,11.475785,0.000,23-3-2023,14:40:54
GPS1,48.781372,11.475707,0.000,23-3-2023,14:40:54
GPS3,48.781433,11.475853,0.000,23-3-2023,14:40:54
GPS1,48.781372,11.475707,0.000,23-3-2023,14:40:54
GPS2,48.781475,11.475785,0.000,23-3-2023,14:40:54
GPS3,48.781562,11.475852,0.000,23-3-2023,14:41:4
GPS2,48.781612,11.475845,0.000,23-3-2023,14:41:4
GPS1,48.781509,11.475793,0.000,23-3-2023,14:41:4
GPS3,48.781562,11.475852,0.000,23-3-2023,14:41:4
GPS2,48.781612,11.475845,0.000,23-3-2023,14:41:4
GPS1,48.781509,11.475793,0.000,23-3-2023,14:41:4
GPS2,48.781612,11.475845,0.000,23-3-2023,14:41:4
GPS3,48.781562,11.475852,0.000,23-3-2023,14:41:4
GPS1,48.781509,11.475793,0.000,23-3-2023,14:41:4
GPS3,48.781627,11.475646,0.000,23-3-2023,14:41:14
GPS2,48.781650,11.475724,0.000,23-3-2023,14:41:14
GPS1,48.781585,11.475650,0.000,23-3-2023,14:41:14
GPS3,48.781627,11.475646,0.000,23-3-2023,14:41:14
GPS2,48.781650,11.475724,0.000,23-3-2023,14:41:14
GPS1,48.781585,11.475650,0.000,23-3-2023,14:41:14
GPS3,48.781627,11.475646,0.000,23-3-2023,14:41:14
GPS2,48.781650,11.475724,0.000,23-3-2023,14:41:14
GPS1,48.781585,11.475650,0.000,23-3-2023,14:41:14
GPS3,48.781627,11.475646,0.000,23-3-2023,14:41:14
GPS2,48.781650,11.475724,0.000,23-3-2023,14:41:14
GPS1,48.781585,11.475650,0.000,23-3-2023,14:41:14
GPS3,48.781707,11.475388,0.000,23-3-2023,14:41:27
GPS2,48.781707,11.475461,0.000,23-3-2023,14:41:27
GPS1,48.781681,11.475405,0.000,23-3-2023,14:41:27
GPS3,48.781707,11.475388,0.000,23-3-2023,14:41:27
GPS2,48.781707,11.475461,0.000,23-3-2023,14:41:27
GPS1,48.781681,11.475405,0.000,23-3-2023,14:41:27
GPS3,48.781707,11.475388,0.000,23-3-2023,14:41:27
GPS1,48.781681,11.475405,0.000,23-3-2023,14:41:27
GPS2,48.781707,11.475461,0.000,23-3-2023,14:41:27
GPS3,48.781707,11.475388,0.000,23-3-2023,14:41:27
GPS1,48.781681,11.475405,0.000,23-3-2023,14:41:27
GPS3,48.781730,11.475377,0.000,23-3-2023,14:41:39
GPS2,48.781707,11.475389,0.000,23-3-2023,14:41:39
GPS1,48.781688,11.475375,0.000,23-3-2023,14:41:39
GPS3,48.781730,11.475377,0.000,23-3-2023,14:41:39
GPS2,48.781707,11.475389,0.000,23-3-2023,14:41:39
GPS1,48.781688,11.475375,0.000,23-3-2023,14:41:39
GPS3,48.781730,11.475377,0.000,23-3-2023,14:41:39
GPS1,48.781688,11.475375,0.000,23-3-2023,14:41:39
