GPS,Latitude,Longitude,Altitude,Date,Time 
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:50
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:50
GPS3,48.781253,11.475620,0.000,28-3-2023,13:58:51
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:50
GPS2,48.781223,11.475681,0.000,28-3-2023,13:58:51
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:50
GPS3,48.781253,11.475620,0.000,28-3-2023,13:58:51
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS3,48.781230,11.475600,0.000,28-3-2023,13:58:53
GPS2,48.781200,11.475666,0.000,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS3,48.781215,11.475592,376.400,28-3-2023,13:58:54
GPS2,48.781185,11.475659,374.300,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS3,48.781215,11.475592,376.400,28-3-2023,13:58:54
GPS2,48.781185,11.475659,374.300,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:53
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:54
GPS2,48.781185,11.475659,374.300,28-3-2023,13:58:54
GPS3,48.781215,11.475592,376.400,28-3-2023,13:58:54
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS3,48.781188,11.475582,376.400,28-3-2023,13:58:56
GPS2,48.781162,11.475643,374.300,28-3-2023,13:58:56
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS3,48.781188,11.475582,376.400,28-3-2023,13:58:56
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS3,48.781177,11.475579,376.400,28-3-2023,13:58:57
GPS2,48.781150,11.475635,374.300,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS3,48.781177,11.475579,376.400,28-3-2023,13:58:57
GPS2,48.781150,11.475635,374.300,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:55
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS2,48.781135,11.475630,374.300,28-3-2023,13:58:58
GPS3,48.781162,11.475574,376.400,28-3-2023,13:58:58
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:57
GPS2,48.781124,11.475624,374.300,28-3-2023,13:58:59
GPS3,48.781150,11.475565,376.400,28-3-2023,13:58:59
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:58
GPS2,48.781124,11.475624,374.300,28-3-2023,13:58:59
GPS3,48.781150,11.475565,376.400,28-3-2023,13:58:59
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:58
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:58
GPS1,48.781547,11.475890,387.200,28-3-2023,13:58:58
GPS3,48.781150,11.475565,376.400,28-3-2023,13:58:59
GPS2,48.781124,11.475624,374.300,28-3-2023,13:58:59
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS3,48.781124,11.475553,376.400,28-3-2023,13:59:1
GPS2,48.781105,11.475610,374.300,28-3-2023,13:59:1
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:0
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:1
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:1
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:1
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:1
GPS2,48.781093,11.475606,374.300,28-3-2023,13:59:2
GPS3,48.781112,11.475549,376.400,28-3-2023,13:59:2
GPS3,48.781112,11.475549,376.400,28-3-2023,13:59:2
GPS2,48.781093,11.475606,374.300,28-3-2023,13:59:2
GPS3,48.781112,11.475549,376.400,28-3-2023,13:59:2
GPS2,48.781093,11.475606,374.300,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:1
GPS3,48.781112,11.475549,376.400,28-3-2023,13:59:2
GPS2,48.781093,11.475606,374.300,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:2
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:2
GPS2,48.781074,11.475593,374.300,28-3-2023,13:59:4
GPS3,48.781089,11.475538,376.400,28-3-2023,13:59:4
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:3
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:3
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:3
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS2,48.781063,11.475585,374.300,28-3-2023,13:59:5
GPS3,48.781078,11.475529,376.400,28-3-2023,13:59:5
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS2,48.781063,11.475585,374.300,28-3-2023,13:59:5
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS3,48.781078,11.475529,376.400,28-3-2023,13:59:5
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:4
GPS2,48.781051,11.475579,374.300,28-3-2023,13:59:6
GPS3,48.781066,11.475522,376.400,28-3-2023,13:59:6
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:6
GPS2,48.781051,11.475579,374.300,28-3-2023,13:59:6
GPS3,48.781066,11.475522,376.400,28-3-2023,13:59:6
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:6
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS2,48.781036,11.475571,374.300,28-3-2023,13:59:7
GPS3,48.781055,11.475514,376.400,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS2,48.781024,11.475562,374.300,28-3-2023,13:59:8
GPS3,48.781044,11.475503,376.400,28-3-2023,13:59:8
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS2,48.781024,11.475562,374.300,28-3-2023,13:59:8
GPS3,48.781044,11.475503,376.400,28-3-2023,13:59:8
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:7
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:9
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:9
GPS3,48.781032,11.475496,376.400,28-3-2023,13:59:9
GPS2,48.781013,11.475554,374.300,28-3-2023,13:59:9
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:9
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:10
GPS3,48.781021,11.475490,376.400,28-3-2023,13:59:10
GPS2,48.780998,11.475550,374.300,28-3-2023,13:59:10
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:10
GPS3,48.781021,11.475490,376.400,28-3-2023,13:59:10
GPS2,48.780998,11.475550,374.300,28-3-2023,13:59:10
GPS1,48.781547,11.475890,387.200,28-3-2023,13:59:10
GPS3,48.781013,11.475485,376.400,28-3-2023,13:59:11
GPS2,48.780990,11.475542,374.300,28-3-2023,13:59:11
GPS1,48.780998,11.475494,387.200,28-3-2023,13:59:11
GPS3,48.781013,11.475485,376.400,28-3-2023,13:59:11
GPS2,48.780990,11.475542,374.300,28-3-2023,13:59:11
GPS1,48.780998,11.475494,387.200,28-3-2023,13:59:11
GPS3,48.781005,11.475484,376.400,28-3-2023,13:59:12
GPS2,48.780982,11.475535,374.300,28-3-2023,13:59:12
GPS1,48.781066,11.475487,387.200,28-3-2023,13:59:12
GPS3,48.781005,11.475484,376.400,28-3-2023,13:59:12
GPS2,48.780982,11.475535,374.300,28-3-2023,13:59:12
GPS1,48.781066,11.475487,387.200,28-3-2023,13:59:12
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:13
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:13
GPS1,48.781078,11.475483,387.200,28-3-2023,13:59:13
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:13
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:13
GPS1,48.781078,11.475483,387.200,28-3-2023,13:59:13
GPS3,48.780998,11.475484,376.400,28-3-2023,13:59:14
GPS2,48.780982,11.475526,374.300,28-3-2023,13:59:14
GPS1,48.781059,11.475484,387.200,28-3-2023,13:59:14
GPS3,48.780998,11.475484,376.400,28-3-2023,13:59:14
GPS2,48.780982,11.475526,374.300,28-3-2023,13:59:14
GPS1,48.781059,11.475484,387.200,28-3-2023,13:59:14
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:15
GPS2,48.780982,11.475525,374.300,28-3-2023,13:59:15
GPS1,48.781059,11.475478,387.200,28-3-2023,13:59:15
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:15
GPS2,48.780982,11.475525,374.300,28-3-2023,13:59:15
GPS1,48.781059,11.475478,387.200,28-3-2023,13:59:15
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:16
GPS2,48.780982,11.475526,374.300,28-3-2023,13:59:16
GPS1,48.781059,11.475484,387.200,28-3-2023,13:59:16
GPS3,48.780998,11.475485,376.400,28-3-2023,13:59:16
GPS2,48.780982,11.475526,374.300,28-3-2023,13:59:16
GPS1,48.781059,11.475484,387.200,28-3-2023,13:59:16
GPS3,48.780998,11.475486,376.400,28-3-2023,13:59:17
GPS2,48.780979,11.475528,374.300,28-3-2023,13:59:17
GPS1,48.781059,11.475482,387.200,28-3-2023,13:59:17
GPS3,48.780998,11.475486,376.400,28-3-2023,13:59:17
GPS2,48.780979,11.475528,374.300,28-3-2023,13:59:17
GPS1,48.781059,11.475482,387.200,28-3-2023,13:59:17
GPS3,48.780998,11.475486,376.400,28-3-2023,13:59:18
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:18
GPS1,48.781063,11.475486,387.200,28-3-2023,13:59:18
GPS3,48.780998,11.475486,376.400,28-3-2023,13:59:18
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:18
GPS1,48.781063,11.475486,387.200,28-3-2023,13:59:18
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:19
GPS3,48.780998,11.475490,376.400,28-3-2023,13:59:19
GPS1,48.781063,11.475490,387.200,28-3-2023,13:59:19
GPS2,48.780982,11.475528,374.300,28-3-2023,13:59:19
GPS3,48.780998,11.475490,376.400,28-3-2023,13:59:19
GPS1,48.781063,11.475490,387.200,28-3-2023,13:59:19
GPS2,48.780982,11.475529,374.300,28-3-2023,13:59:20
GPS3,48.780998,11.475493,376.400,28-3-2023,13:59:20
GPS1,48.781063,11.475501,387.200,28-3-2023,13:59:20
GPS2,48.780982,11.475529,374.300,28-3-2023,13:59:20
GPS3,48.780998,11.475493,376.400,28-3-2023,13:59:20
GPS1,48.781063,11.475501,387.200,28-3-2023,13:59:20
GPS3,48.780998,11.475495,376.400,28-3-2023,13:59:21
GPS2,48.780982,11.475529,374.300,28-3-2023,13:59:21
GPS1,48.781059,11.475504,387.200,28-3-2023,13:59:21
GPS3,48.780998,11.475495,376.400,28-3-2023,13:59:21
GPS2,48.780982,11.475529,374.300,28-3-2023,13:59:21
GPS1,48.781059,11.475504,387.200,28-3-2023,13:59:21
GPS2,48.780986,11.475529,374.300,28-3-2023,13:59:22
GPS3,48.780998,11.475495,376.400,28-3-2023,13:59:22
GPS1,48.781055,11.475505,387.200,28-3-2023,13:59:22
GPS2,48.780986,11.475529,374.300,28-3-2023,13:59:22
GPS3,48.780998,11.475495,376.400,28-3-2023,13:59:22
GPS1,48.781055,11.475505,387.200,28-3-2023,13:59:22
